ID_ENCUESTA;ID_VEHICULO;TIPOVEHICULO;COMBUSTIBLE;MUNICIPIO_MATRICULA;PERTENECE_VEHICULO;PERSONA_DUENOVEHICULO;EXENTO_PICOYPLACA;RAZON_EXENTO;DONDE_GUARDAVEHICULO;VALOR_PARQUEO
19113055;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19113113;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19113232;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19113234;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19113237;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19113962;1;Moto;Solo gasolina;UBATE;S;N;N;vacio;Garaje/parqueadero propio;
19113962;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19113981;1;Campero;Diesel;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19113999;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114107;1;Automovil;Solo gasolina;BOYACA;S;S;N;vacio;Garaje/parqueadero propio;
19114107;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19114298;1;Moto;Solo gasolina;MEDELLIN;S;S;S;;Garaje/parqueadero propio;
19114300;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
19114519;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114521;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19114521;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
19114523;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19114524;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19114527;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
19114528;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
19114530;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114531;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114536;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19114571;1;Moto;Solo gasolina;RISARALDA STA ROSADE CABAL;S;S;N;vacio;Garaje/parqueadero propio;
19114743;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Discapacidad fisica;Garaje/parqueadero propio;
19114743;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19114766;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114767;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114767;2;Campero;Solo gasolina;IBAGUE;S;N;S;Empresa de servicios publicos;Garaje/parqueadero propio;
19114767;3;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19114967;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19114973;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19114976;1;Automovil;Solo gasolina;1100!1;S;S;N;vacio;Garaje/parqueadero propio;
19114979;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115025;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19115035;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115038;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115044;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115103;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
19115103;2;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115107;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19115107;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19115111;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115112;1;Moto;Solo gasolina;ALCASIAS META;S;S;N;vacio;Garaje/parqueadero propio;
19115129;1;Moto;Diesel;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19115130;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19115174;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115189;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115190;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115190;2;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115191;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115192;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115194;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115194;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115358;2;Microbus colectivo;Solo gasolina;BOGOTA;N;;S;Cuerpo Diplomatico;Garaje/parqueadero propio;
19115394;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115397;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19115479;1;Taxi;Solo gasolina;BOGOTA;N;;S;Empresa de servicios publicos;Garaje/parqueadero propio;
19115484;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115484;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115485;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115485;2;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115605;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115605;2;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115613;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115613;2;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19115614;1;Pick Up;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115617;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115617;2;Taxi;GNV y gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115618;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19115976;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
19115979;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19116330;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19116332;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19116337;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19116337;2;Moto;Solo gasolina;1;S;S;S;;Garaje/parqueadero propio;
19116338;1;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
19117207;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19123163;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Discapacidad fisica;Garaje/parqueadero propio;
19123163;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19124652;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19124923;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19124926;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19124931;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19124938;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19126511;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19126515;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19126518;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19126519;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19126532;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19129070;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19130018;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19130018;2;Automovil;Solo gasolina;CALI;S;N;N;vacio;Garaje/parqueadero propio;
19130019;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19130019;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19130019;3;Moto;Solo gasolina;CALERA;S;;S;;Garaje/parqueadero propio;
19130020;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19130118;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19130605;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19130620;1;Automovil;Solo gasolina;IBAGUE;S;S;N;vacio;Garaje/parqueadero propio;
19138069;1;Automovil;Solo gasolina;1101;S;S;N;vacio;Garaje/parqueadero propio;
19138072;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138390;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
19138391;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138397;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19138403;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138403;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19138403;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19138406;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138408;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138409;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19138409;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19139049;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19139049;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19139191;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19139194;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19139196;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19139197;1;Automovil;Solo gasolina;CALI;S;S;N;vacio;Garaje/parqueadero propio;
19139207;1;Automovil;Solo gasolina;ZIPAQUIRA;S;;N;vacio;Garaje/parqueadero propio;
19139474;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19139475;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19139475;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19139476;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19139499;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19139504;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19140409;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19140415;1;Moto;Solo gasolina;BOGOTA;N;;S;;Garaje/parqueadero propio;
19140809;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19140810;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19140812;1;Automovil;Solo gasolina;1101;S;;N;vacio;Garaje/parqueadero propio;
19140812;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
19140814;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19141027;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19141072;1;Campero;Diesel;BUCARAMANGA;S;S;N;vacio;Garaje/parqueadero propio;
19141074;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19141137;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19141402;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19141402;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19141878;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19141879;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19141987;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142138;1;Taxi;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142140;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19142180;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142181;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142182;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142295;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19142393;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142394;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142450;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142450;2;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142484;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142500;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142538;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142782;1;Campero;Solo gasolina;BUCARAMANGA;S;S;N;vacio;Garaje/parqueadero propio;
19142834;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142834;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142835;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142835;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142836;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142837;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142837;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142838;1;Automovil;Solo gasolina;ANTIOQUIA;S;S;N;vacio;Garaje/parqueadero propio;
19142839;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142839;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142865;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142869;1;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142870;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142870;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142871;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142871;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142872;1;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142872;2;Campero;Diesel;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142872;3;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142896;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142896;2;Automovil;GNV y gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142968;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142968;2;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142969;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142971;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142971;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142972;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
19142973;1;Automovil;Solo gasolina;1;S;S;N;vacio;Garaje/parqueadero propio;
19142974;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142975;1;Automovil;Solo gasolina;1;S;S;N;vacio;Garaje/parqueadero propio;
19142984;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Discapacidad fisica;Garaje/parqueadero propio;
19142984;2;Automovil;Solo gasolina;214;S;S;S;;Garaje/parqueadero propio;
19142985;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142986;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142986;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142986;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19142992;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19142994;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142995;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142995;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142996;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142998;1;Automovil;Solo gasolina;BARRANQUILLA;S;S;N;vacio;Garaje/parqueadero propio;
19142999;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19142999;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143000;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143001;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143058;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143128;1;Automovil;Solo gasolina;473;S;S;N;vacio;Garaje/parqueadero propio;
19143146;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19143150;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19143155;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143214;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19143215;1;Pick Up;Solo gasolina;CHIA;S;S;S;Empresa de servicios publicos;Garaje/parqueadero propio;
19143264;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Garaje/parqueadero propio;
19143547;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143547;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19143548;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143551;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143551;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143552;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143571;1;Automovil;Solo gasolina;BOGOTA;N;;N;vacio;Garaje/parqueadero propio;
19143571;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143571;3;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143699;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19143894;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19143895;1;Moto;Solo gasolina;FACATATIVA;S;S;S;;Garaje/parqueadero propio;
19144436;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19144437;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19144438;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19144438;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19144439;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19144441;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19144454;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19144454;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19144454;3;Automovil;GNV;BUCARAMANGA;S;N;N;vacio;Garaje/parqueadero propio;
19144454;4;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19144454;5;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19152271;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19154157;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19155190;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19155190;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19155191;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19155193;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19155193;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19155194;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19155194;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19155195;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19155195;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19156610;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19156611;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19156611;2;Automovil;Solo gasolina;BOGOTA;S;N;S;Discapacidad fisica;Garaje/parqueadero propio;
19156611;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19156611;4;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19156611;5;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19156611;6;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19156611;7;Moto;Solo gasolina;BARRANQUILLA;S;;N;vacio;Garaje/parqueadero propio;
19156613;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19157779;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Fuerzas militares y policia;Garaje/parqueadero propio;
19157779;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19157779;3;Moto;Solo gasolina;VILLAVICENCIO;S;S;N;vacio;Garaje/parqueadero propio;
19157780;1;Automovil;Solo gasolina;1;S;S;N;vacio;Garaje/parqueadero propio;
19157780;2;Automovil;Solo gasolina;1;S;N;N;vacio;Garaje/parqueadero propio;
19157780;3;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19157780;4;Moto;Solo gasolina;423;S;N;N;vacio;Garaje/parqueadero propio;
19157781;1;Automovil;Diesel;295;S;S;N;vacio;Garaje/parqueadero propio;
19157781;2;Automovil;Solo gasolina;899;S;N;N;vacio;Garaje/parqueadero propio;
19157782;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19157782;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19157783;1;Automovil;Solo gasolina;BOGOTA;S;N;S;Fuerzas militares y policia;Garaje/parqueadero propio;
19157783;2;Campero;Solo gasolina;175;S;S;N;vacio;Garaje/parqueadero propio;
19157784;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19157784;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19157784;3;Moto;Solo gasolina;MEDELLIN;S;S;N;vacio;Garaje/parqueadero propio;
19157784;4;Moto;Solo gasolina;MEDELLIN;S;S;N;vacio;Garaje/parqueadero propio;
19157785;1;Automovil;Solo gasolina;785;S;S;N;vacio;Garaje/parqueadero propio;
19157786;1;Automovil;Solo gasolina;899;S;N;N;vacio;Garaje/parqueadero propio;
19158225;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
19159111;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
19159111;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19160247;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
19160248;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19160252;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19160253;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
19160257;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
19160281;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19160282;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
19160283;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
