ID_ENCUESTA;ID_VEHICULO;TIPOVEHICULO;COMBUSTIBLE;MUNICIPIO_MATRICULA;PERTENECE_VEHICULO;PERSONA_DUENOVEHICULO;EXENTO_PICOYPLACA;RAZON_EXENTO;DONDE_GUARDAVEHICULO;VALOR_PARQUEO
20375540;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20376820;1;Automovil;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20377100;1;Moto;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20378145;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20378146;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20378147;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20378147;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20378148;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20378149;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20378149;2;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20378150;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20378154;1;Automovil;Solo gasolina;CHIA;S;;N;vacio;Garaje/parqueadero propio;
20379517;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20391666;1;Campero;Diesel;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20392476;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20394636;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20395982;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20396689;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20403357;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20404607;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20411798;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Garaje/parqueadero propio;
20411800;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20411801;1;Moto;Solo gasolina;FACA;S;;N;vacio;Garaje/parqueadero propio;
20411802;1;Moto;Solo gasolina;FUNZA;S;S;N;vacio;Garaje/parqueadero propio;
20413585;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20415697;1;Automovil;Solo gasolina;COMBITA BOYACA;S;S;N;vacio;Garaje/parqueadero propio;
20415699;1;Moto;Solo gasolina;269;S;;S;;Garaje/parqueadero propio;
20417016;1;Moto;Solo gasolina;CALERA;S;S;N;vacio;Garaje/parqueadero propio;
20417021;1;Automovil;Solo gasolina;MANIZALES;S;S;N;vacio;Garaje/parqueadero propio;
20417022;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20420827;1;Campero;Solo gasolina;ALVARADO. TOLIMA;S;S;N;vacio;Garaje/parqueadero propio;
20422020;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20422020;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20438177;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20440478;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20455653;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Garaje/parqueadero propio;
20456509;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20458201;1;Moto;Solo gasolina;CALERA;S;S;S;;Garaje/parqueadero propio;
20460010;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20460749;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20461756;1;Automovil;Solo gasolina;286;S;S;N;vacio;Garaje/parqueadero propio;
20467275;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20467276;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Cuerpo Diplomatico;Garaje/parqueadero propio;
20467277;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20467280;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20511434;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20515217;1;Moto;Solo gasolina;110001;;;S;;Garaje/parqueadero propio;
20515217;2;Moto;Solo gasolina;110001;;;S;;Garaje/parqueadero propio;
20515218;1;Moto;Solo gasolina;110001;S;;N;vacio;Garaje/parqueadero propio;
20515218;2;Moto;Solo gasolina;110001;S;;N;vacio;Garaje/parqueadero propio;
20515428;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20515428;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20515429;1;Moto;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20515648;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20515887;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20517223;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20517823;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20517824;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20517825;1;Automovil;Solo gasolina;COTA;S;S;N;vacio;Garaje/parqueadero propio;
20517827;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20518224;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20518710;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20518788;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20518789;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20526181;1;Campero;GNV y gasolina;CHIA;S;S;S;Transporte especial;Garaje/parqueadero propio;
20526616;1;Automovil;Solo gasolina;754;S;S;N;vacio;Garaje/parqueadero propio;
20527184;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20542452;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20542454;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20542454;2;Moto;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20542837;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20542838;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20542844;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20542844;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20542848;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20543614;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20543614;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20543615;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20543616;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20543720;1;Campero;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20543721;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20543725;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544139;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20544552;1;Automovil;Solo gasolina;CHIA;S;N;S;;Garaje/parqueadero propio;
20544552;2;Campero;Diesel;ZIPAQUIRA;S;S;S;;Garaje/parqueadero propio;
20544554;1;Automovil;GNV;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544554;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544631;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544724;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544725;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20544725;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20544725;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20545347;1;Automovil;Solo gasolina;269;S;S;N;vacio;Garaje/parqueadero propio;
20545351;2;Moto;Solo gasolina;175;S;S;S;;Garaje/parqueadero propio;
20554033;1;Moto;Solo gasolina;CHIA;S;;S;;Garaje/parqueadero propio;
20570534;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20570535;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20570536;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20573346;1;Automovil;Solo gasolina;CHIA;S;N;S;;Garaje/parqueadero propio;
20573347;1;Automovil;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20573347;2;Automovil;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
20573950;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20574325;1;Automovil;Solo gasolina;CALERA;S;S;N;vacio;Garaje/parqueadero propio;
20574369;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
20574372;1;Automovil;Solo gasolina;174;S;N;N;vacio;Garaje/parqueadero propio;
20574977;1;Automovil;Solo gasolina;CALI VALLE DEL CAUCA;S;S;N;vacio;Garaje/parqueadero propio;
20575342;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20575342;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20575344;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20575346;1;Automovil;Solo gasolina;CHIA:-);S;S;N;vacio;Garaje/parqueadero propio;
20582765;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20583338;1;Moto;Solo gasolina;FUSAGASUGA;S;N;S;;Garaje/parqueadero propio;
20586919;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20601894;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20602222;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20602225;1;Automovil;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20602226;1;Automovil;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20602227;1;Automovil;Solo gasolina;CALERA;S;S;N;vacio;Garaje/parqueadero propio;
20602227;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20602227;3;Bus;Diesel;CHIA;S;S;S;;Garaje/parqueadero propio;
20602229;1;Automovil;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20602230;1;Moto;Solo gasolina;VILLA. NUEVA;S;S;N;vacio;Garaje/parqueadero propio;
20602382;1;Automovil;Solo gasolina;MARQUITA;S;S;N;vacio;Garaje/parqueadero propio;
20602382;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20602775;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20602791;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20603287;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20603288;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20603289;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Garaje/parqueadero propio;
20603290;1;Automovil;Solo gasolina;CALERA;S;S;N;vacio;Garaje/parqueadero propio;
20603291;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20612552;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20612553;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20612554;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20612559;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20612560;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20612561;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20619405;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20653967;1;Automovil;Solo gasolina;269:00:00;S;S;N;vacio;Garaje/parqueadero propio;
20654163;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20654164;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20654165;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20654165;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20654167;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20654167;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20654174;1;Moto;Solo gasolina;COLOMBIA;S;S;N;vacio;Garaje/parqueadero propio;
20654174;2;Moto;Solo gasolina;COLOMBIA;S;S;N;vacio;Garaje/parqueadero propio;
20654176;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20654635;1;Moto;Solo gasolina;175;S;S;S;;Garaje/parqueadero propio;
20654943;1;Moto;Solo gasolina;CHIA:-);S;N;N;vacio;Garaje/parqueadero propio;
20655041;1;Moto;Solo gasolina;175;S;S;N;vacio;Garaje/parqueadero propio;
20657572;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20657574;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20657576;1;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
20657577;1;Automovil;Solo gasolina;VILLAVICENCIO;S;S;N;vacio;Garaje/parqueadero propio;
20657577;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20665387;1;Automovil;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20668602;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20668602;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20669404;1;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20682647;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20682647;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20684387;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20684390;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20684390;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20684391;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20684392;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20684392;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20684392;3;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20685373;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20685374;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20686928;1;Automovil;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20686928;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20686929;1;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20688013;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20688016;1;Automovil;Diesel;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20688016;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20688017;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20688019;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20690430;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
20691795;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20691799;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20692758;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20692761;1;Automovil;Solo gasolina;COTA;S;S;N;vacio;Garaje/parqueadero propio;
20692791;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20702604;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20717725;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20726661;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20727049;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Garaje/parqueadero propio;
20727051;1;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20727679;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20727680;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20737801;1;Campero;Solo gasolina;VILLAVICENCIO;S;S;N;vacio;Garaje/parqueadero propio;
20740556;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20740556;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20740557;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20740558;1;Moto;Diesel;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20740561;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20740561;2;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20740563;1;Bicicleta a Motor (Adultos);Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20744358;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20745016;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20746186;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20746186;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20752985;1;Moto;Solo gasolina;CHIA;S;;S;;Garaje/parqueadero propio;
20752985;2;Moto;Solo gasolina;CHIA;S;N;S;;Garaje/parqueadero propio;
20752987;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20752987;2;Moto;Solo gasolina;CHIA;S;;S;;Garaje/parqueadero propio;
20752988;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20752989;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20752993;1;Campero;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20754509;1;Moto;Solo gasolina;CHIA;S;N;S;;Garaje/parqueadero propio;
20754509;2;Moto;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
20754828;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20754829;1;Automovil;Solo gasolina;CALI;S;S;N;vacio;Garaje/parqueadero propio;
20755588;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20755588;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20755590;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20756230;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20758584;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20758585;1;Moto;Solo gasolina;CHIA;S;N;S;;Garaje/parqueadero propio;
20758871;1;Campero;Solo gasolina;BOGOTA;S;;S;;Garaje/parqueadero propio;
20762089;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20772987;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20772987;2;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20773236;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20773236;2;Moto;Solo gasolina;ZIPAQUIRA;S;N;S;;Garaje/parqueadero propio;
20773547;1;Automovil;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20774317;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Garaje/parqueadero propio;
20774354;1;Moto;Solo gasolina;CHIA;S;;S;;Garaje/parqueadero propio;
20775287;1;Moto;Solo gasolina;CHIA;S;S;S;;Garaje/parqueadero propio;
20778276;1;Automovil;Solo gasolina;CALI VALLE;S;S;N;vacio;Garaje/parqueadero propio;
20781856;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20781858;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20787165;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20792977;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20792977;2;Moto;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20793725;1;Moto;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20805884;1;Moto;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20816573;1;Automovil;Solo gasolina;CHIA;S;;N;vacio;Garaje/parqueadero propio;
20816574;1;Automovil;Solo gasolina;1;S;S;N;vacio;Garaje/parqueadero propio;
20816575;1;Automovil;Solo gasolina;CHIA;S;N;N;vacio;Garaje/parqueadero propio;
20816580;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Fuerzas militares y policia;Garaje/parqueadero propio;
20839151;1;Moto;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20841589;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20841937;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20863265;1;Automovil;Solo gasolina;214;S;S;N;vacio;Garaje/parqueadero propio;
20869804;1;Automovil;Solo gasolina;BOGOTA;S;S;S;;Garaje/parqueadero propio;
20869807;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20869808;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20869809;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20873167;1;Moto;Solo gasolina;ZIPAQUIRA;S;S;N;vacio;Garaje/parqueadero propio;
20873402;1;Automovil;Solo gasolina;1101;S;N;N;vacio;Garaje/parqueadero propio;
20873403;1;Automovil;Solo gasolina;473;S;S;N;vacio;Garaje/parqueadero propio;
20873403;2;Automovil;Solo gasolina;473;S;S;N;vacio;Garaje/parqueadero propio;
20874408;1;Automovil;Solo gasolina;175;S;S;N;vacio;Garaje/parqueadero propio;
20874408;3;Automovil;Solo gasolina;175;S;;N;vacio;Garaje/parqueadero propio;
20874800;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20874800;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20875530;1;Automovil;Solo gasolina;COTA;S;S;N;vacio;Garaje/parqueadero propio;
20877416;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20878782;1;Moto;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20886725;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20890010;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20890010;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Garaje/parqueadero propio;
20890011;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20895060;1;Campero;Solo gasolina;TURBACO;S;S;S;;Garaje/parqueadero propio;
20897423;1;Moto;Solo gasolina;899;S;;S;;Garaje/parqueadero propio;
20903234;1;Automovil;Solo gasolina;175;S;N;N;vacio;Garaje/parqueadero propio;
20905731;1;Automovil;Solo gasolina;175;S;S;S;;Garaje/parqueadero propio;
20906697;1;Moto;Solo gasolina;1101;S;S;N;vacio;Garaje/parqueadero propio;
20906786;1;Moto;Solo gasolina;175;S;;S;;Garaje/parqueadero propio;
20909143;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20915425;1;Moto;Solo gasolina;VALLEDUPAR;S;S;S;;Garaje/parqueadero propio;
20915721;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20915721;2;Automovil;Solo gasolina;LA CALERA;S;N;N;vacio;Garaje/parqueadero propio;
20918635;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20921509;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20924616;1;Moto;Solo gasolina;CHIA;S;S;N;vacio;Garaje/parqueadero propio;
20926784;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20926785;1;Automovil;Solo gasolina;473;S;S;N;vacio;Garaje/parqueadero propio;
20926786;1;Moto;Solo gasolina;175;S;S;N;vacio;Garaje/parqueadero propio;
20926787;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Garaje/parqueadero propio;
20928198;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20931851;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
20931853;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Garaje/parqueadero propio;
